,Lever position (lp) [ ],Ship speed (v) [knots],Gas Turbine shaft torque (GTT) [kN m],Gas Turbine rate of revolutions (GTn) [rpm],Gas Generator rate of revolutions (GGn) [rpm],Starboard Propeller Torque (Ts) [kN],Port Propeller Torque (Tp) [kN],HP Turbine exit temperature (T48) [C],GT Compressor inlet air temperature (T1) [C],GT Compressor outlet air temperature (T2) [C],HP Turbine exit pressure (P48) [bar],GT Compressor inlet air pressure (P1) [bar],GT Compressor outlet air pressure (P2) [bar],Gas Turbine exhaust gas pressure (Pexh) [bar],Turbine Injecton Control (TIC) [%],Fuel flow (mf) [kg/s],GT Compressor decay state coefficient.,GT Turbine decay state coefficient.
7732,8.206,24,50994.671,3087.53,9313.293,438,438,927.045,288,734.157,3.578,0.998,18.415,1.041,60.506,1.198,0.967,0.988
7733,9.3,27,72766.062,3560.387,9745.176,645.034,645.034,1066.116,288,774.681,4.531,0.998,22.773,1.051,88.683,1.756,0.986,0.985
7734,4.161,12,14721.03,1547.459,7758.51,113.757,113.757,635.321,288,605.302,1.66,0.998,8.898,1.023,16.959,0.336,0.978,0.99
7735,9.3,27,72765.137,3560.383,9739.349,644.838,644.838,1058.8,288,772.465,4.537,0.998,22.786,1.051,88.121,1.744,0.992,0.986
7736,4.161,12,14720.334,1547.455,7747.859,113.761,113.761,635.702,288,604.979,1.661,0.998,8.919,1.023,16.988,0.336,0.981,0.988
7737,7.148,21,39000.779,2678.052,9121.001,332.289,332.289,814.913,288,685.769,2.981,0.998,15.565,1.036,43.392,0.859,0.988,0.989
7738,6.175,18,29763.161,2306.781,8806.412,245.978,245.978,758.085,288,662.473,2.509,0.998,13.153,1.031,33.298,0.659,0.989,0.995
7739,5.14,15,21621.758,1924.318,8455.81,175.185,175.185,696.586,288,631.764,2.092,0.998,11.169,1.027,24.681,0.489,1,0.984
7740,7.148,21,39005.88,2678.022,9117.045,332.356,332.356,819.697,288,686.191,2.986,0.998,15.674,1.036,43.807,0.867,0.99,0.983
7741,6.175,18,29792.103,2307.388,8824.175,246.287,246.287,771.072,288,667.711,2.503,0.998,13.162,1.03,34.014,0.673,0.97,0.992
7742,8.206,24,50994.546,3087.536,9317.181,438.107,438.107,925.651,288,734.803,3.571,0.998,18.319,1.041,60.281,1.193,0.963,0.992
7743,7.148,21,38986.049,2678.082,9132.106,332.211,332.211,823.337,288,690.883,2.965,0.998,15.435,1.035,43.742,0.866,0.969,0.993
7744,6.175,18,29797.007,2307.245,8842.436,246.328,246.328,775.174,288,670.485,2.497,0.998,13.095,1.03,34.163,0.676,0.956,0.995
7745,5.14,15,21627.713,1924.327,8474.017,175.271,175.271,699.391,288,634.437,2.086,0.998,11.09,1.026,24.752,0.49,0.985,0.989
7746,7.148,21,38976.899,2678.08,9141.013,332.048,332.048,828.779,288,694.617,2.954,0.998,15.322,1.035,43.93,0.87,0.955,0.997
7747,9.3,27,72755.458,3560.351,9727.74,644.698,644.698,1065.508,288,773.417,4.551,0.998,23.072,1.051,89.036,1.763,0.994,0.976
7748,7.148,21,38979.404,2678.079,9138.011,332.128,332.128,829.736,288,694.161,2.957,0.998,15.382,1.035,44.058,0.872,0.958,0.994
7749,1.138,3,4384.059,1388.348,6643.959,9.754,9.754,572.783,288,564.313,1.253,0.998,6.814,1.019,4.24,0.212,0.984,0.978
7750,1.138,3,1960.576,1403.448,6709.467,10.658,10.658,498.348,288,555.978,1.168,0.998,6.285,1.019,0,0.121,0.965,0.986
7751,6.175,18,29791.093,2307.438,8821.188,246.236,246.236,777.528,288,669.289,2.504,0.998,13.226,1.03,34.423,0.682,0.968,0.987
7752,5.14,15,21637.296,1924.342,8504.365,175.339,175.339,710.137,288,640.601,2.076,0.998,11.003,1.026,25.197,0.499,0.957,0.993
7753,2.088,6,3182.353,1350.287,6764.741,23.355,23.355,526.753,288,561.762,1.208,0.998,6.584,1.019,18.261,0.165,0.971,0.975
7754,9.3,27,72768.094,3560.391,9739.618,644.913,644.913,1052.153,288,770.818,4.536,0.998,22.698,1.052,87.474,1.732,0.995,0.99
7755,6.175,18,29793.696,2307.358,8831.279,246.249,246.249,792.061,288,674.298,2.5,0.998,13.279,1.03,35.243,0.698,0.953,0.981
7756,6.175,18,29762.645,2306.825,8794.215,246.034,246.034,755.269,288,660.584,2.514,0.998,13.2,1.031,33.193,0.657,0.999,0.993
7757,5.14,15,21632.72,1924.324,8487.45,175.269,175.269,714.026,288,639.971,2.081,0.998,11.118,1.026,25.48,0.504,0.966,0.984
7758,2.088,6,4714.735,1394.416,6782.742,31.513,31.513,545.201,288,565.065,1.27,0.998,6.863,1.02,0,0.18,0.985,0.983
7759,5.14,15,21631.464,1924.333,8486.11,175.26,175.26,701.671,288,636.325,2.082,0.998,11.041,1.026,24.823,0.491,0.975,0.992
7760,3.144,9,8379.96,1386.761,7130.196,60.356,60.356,598.922,288,586.164,1.388,0.998,7.516,1.02,12.796,0.253,0.951,0.983
7761,1.138,3,866.602,1321.727,6683.081,5.964,5.964,476.445,288,547.186,1.116,0.998,5.949,1.019,21.787,0.117,0.967,0.999
7762,1.138,3,2550.494,1314.239,6631.14,5.538,5.538,536.745,288,555.163,1.176,0.998,6.357,1.019,29.929,0.191,0.978,0.989
7763,2.088,6,5729.472,1348.149,6790.549,23.056,23.056,606.14,288,574.625,1.288,0.998,7.045,1.019,23.178,0.261,0.959,0.975
7764,3.144,9,8379.243,1386.758,7115.196,60.36,60.36,601.278,288,586.318,1.389,0.998,7.546,1.02,12.898,0.255,0.953,0.979
7765,5.14,15,21626.287,1924.319,8467.668,175.227,175.227,701.675,288,634.432,2.088,0.998,11.14,1.026,24.904,0.493,0.988,0.985
7766,5.14,15,21638.087,1924.338,8505.549,175.315,175.315,715.143,288,642.145,2.075,0.998,11.03,1.026,25.459,0.504,0.953,0.99
7767,9.3,27,72761.632,3560.379,9730.792,644.916,644.916,1054.19,288,770.754,4.547,0.998,22.879,1.052,87.879,1.74,0.998,0.984
7768,8.206,24,50994.383,3087.507,9307.852,438.027,438.027,928.229,288,733.079,3.586,0.998,18.541,1.041,60.756,1.203,0.973,0.983
7769,4.161,12,14723.759,1547.463,7783.336,113.792,113.792,659.577,288,612.958,1.658,0.998,9.011,1.022,18.034,0.357,0.954,0.975
7770,5.14,15,21636.917,1924.335,8501.691,175.328,175.328,714.501,288,641.568,2.076,0.998,11.046,1.026,25.442,0.504,0.956,0.989
7771,9.3,27,72768.425,3560.404,9757.54,645.1,645.1,1078.155,288,778.532,4.517,0.998,22.701,1.05,89.53,1.772,0.975,0.985
7772,4.161,12,14719.973,1547.456,7748.33,113.759,113.759,627.068,288,602.602,1.661,0.998,8.862,1.023,16.589,0.328,0.987,0.995
7773,3.144,9,8377.798,1386.75,7099.502,60.333,60.333,575.916,288,578.189,1.39,0.998,7.435,1.02,11.892,0.235,0.979,0.996
7774,8.206,24,50994.782,3087.486,9308.893,438.008,438.008,938.625,288,735.969,3.587,0.998,18.646,1.041,61.585,1.219,0.967,0.977
7775,1.138,3,5499.761,1352.671,6632.001,7.706,7.706,615.848,288,568.703,1.279,0.998,6.978,1.019,17.771,0.273,0.98,0.979
7776,5.14,15,21637.516,1924.33,8501.957,175.321,175.321,720.524,288,643.3,2.076,0.998,11.085,1.026,25.761,0.51,0.952,0.985
7777,7.148,21,38981.995,2678.088,9133.41,332.212,332.212,847.488,288,698.118,2.962,0.998,15.602,1.035,45.366,0.898,0.953,0.98
7778,9.3,27,72768.278,3560.399,9754.171,644.893,644.893,1074.845,288,777.472,4.521,0.998,22.721,1.05,89.298,1.768,0.978,0.985
7779,8.206,24,50993.867,3087.488,9303.71,438.055,438.055,920.118,288,729.96,3.592,0.998,18.532,1.042,60.207,1.192,0.982,0.985
7780,5.14,15,21625.233,1924.33,8468.378,175.208,175.208,692.028,288,631.759,2.088,0.998,11.07,1.027,24.377,0.483,0.994,0.992
7781,6.175,18,29762.894,2306.839,8807.695,246.008,246.008,776.02,288,667.72,2.508,0.998,13.278,1.03,34.385,0.681,0.977,0.984
7782,8.206,24,50992.848,3087.438,9298.183,438.049,438.049,898.026,288,722.843,3.598,0.998,18.393,1.042,58.542,1.159,1,0.995
7783,9.3,27,72777.437,3560.398,9753.677,645.103,645.103,1048.996,288,771.055,4.518,0.998,22.399,1.051,86.823,1.719,0.99,1
7784,6.175,18,29782.116,2307.412,8814.712,246.126,246.126,775.947,288,668.285,2.507,0.998,13.248,1.03,34.355,0.68,0.973,0.986
7785,4.161,12,14717.471,1547.444,7703.355,113.73,113.73,634.256,288,602.772,1.665,0.998,8.987,1.023,16.973,0.336,0.996,0.982
7786,2.088,6,4062.779,1344.812,6833.298,22.423,22.423,549.991,288,566.45,1.235,0.998,6.651,1.019,22.398,0.198,0.956,0.99
7787,6.175,18,29794.963,2307.307,8835.287,246.252,246.252,784.36,288,672.472,2.499,0.998,13.201,1.03,34.757,0.688,0.955,0.987
7788,4.161,12,14719.445,1547.455,7741.937,113.749,113.749,627.035,288,602.337,1.662,0.998,8.873,1.023,16.594,0.328,0.989,0.994
7789,8.206,24,50992.053,3087.389,9294.028,437.979,437.979,910.122,288,724.989,3.605,0.998,18.615,1.042,59.651,1.181,0.999,0.984
7790,1.138,3,4326.356,1313.68,6646.272,5.631,5.631,607.985,288,568.687,1.233,0.998,6.751,1.019,33.034,0.266,0.957,0.976
7791,4.161,12,14723.359,1547.468,7795.463,113.79,113.79,635.141,288,606.728,1.657,0.998,8.835,1.023,16.909,0.335,0.967,0.996
7792,5.14,15,21633.519,1924.31,8486.02,175.253,175.253,726.608,288,643.363,2.081,0.998,11.21,1.026,26.155,0.518,0.959,0.975
7793,5.14,15,21632.186,1924.336,8488.912,175.265,175.265,701.758,288,636.637,2.081,0.998,11.027,1.026,24.815,0.491,0.973,0.993
7794,6.175,18,29761.247,2306.812,8805.83,245.953,245.953,789.673,288,671.424,2.508,0.998,13.389,1.03,35.22,0.697,0.97,0.975
7795,2.088,6,3363.655,1381.034,6820.025,28.968,28.968,508.434,288,560.491,1.22,0.998,6.54,1.02,1.071,0.135,0.972,0.99
7796,8.206,24,50992.377,3087.4,9304.908,437.967,437.967,935.722,288,734.252,3.592,0.998,18.687,1.041,61.451,1.217,0.973,0.976
7797,8.206,24,50994.084,3087.524,9320.019,437.965,437.965,918.543,288,733.73,3.565,0.998,18.176,1.041,59.617,1.18,0.963,0.999
7798,7.148,21,39003.043,2678.044,9119.591,332.435,332.435,812.988,288,684.874,2.983,0.998,15.575,1.036,43.287,0.857,0.991,0.989
7799,5.14,15,21631.958,1924.334,8488.051,175.284,175.284,704.168,288,637.236,2.081,0.998,11.048,1.026,24.948,0.494,0.972,0.991
7800,4.161,12,14721.215,1547.454,7749.101,113.767,113.767,652.578,288,609.657,1.661,0.998,9.025,1.022,17.758,0.352,0.969,0.975
7801,9.3,27,72769.551,3560.386,9738.111,644.82,644.82,1047.273,288,769.488,4.537,0.998,22.664,1.052,87.04,1.723,0.998,0.992
7802,2.088,6,5999.886,1392.463,6765.978,31.175,31.175,579.056,288,568.734,1.311,0.998,7.094,1.02,0,0.223,0.991,0.982
7803,4.161,12,14718.789,1547.453,7732.708,113.745,113.745,622.734,288,600.768,1.662,0.998,8.861,1.023,16.405,0.325,0.995,0.996
7804,7.148,21,38987.321,2678.082,9131.136,332.27,332.27,822.008,288,690.264,2.967,0.998,15.442,1.036,43.67,0.865,0.971,0.993
7805,9.3,27,72758.819,3560.374,9746.479,645.04,645.04,1084.825,288,779.374,4.531,0.998,22.987,1.05,90.445,1.79,0.977,0.975
7806,9.3,27,72761.19,3560.378,9757.975,645.013,645.013,1094.026,288,782.389,4.519,0.998,22.901,1.05,91.038,1.802,0.968,0.976
7807,5.14,15,21635.192,1924.34,8498.409,175.326,175.326,704.028,288,638.252,2.078,0.998,10.993,1.026,24.896,0.493,0.965,0.995
7808,1.138,3,856.841,1348.95,6637.224,7.44,7.44,470.1,288,547.329,1.119,0.998,6.038,1.019,10.454,0.098,0.978,0.983
7809,1.138,3,5886.518,1325.285,6651.014,6.254,6.254,645.308,288,574.07,1.282,0.998,7.026,1.019,29.803,0.309,0.96,0.977
7810,6.175,18,29792.871,2307.38,8827.823,246.299,246.299,785.539,288,672.149,2.502,0.998,13.249,1.03,34.87,0.69,0.959,0.984
7811,6.175,18,29760.421,2306.815,8775.988,245.959,245.959,773.31,288,664.126,2.52,0.998,13.433,1.031,34.399,0.681,1,0.976
7812,5.14,15,21625.225,1924.32,8465.814,175.22,175.22,700.658,288,633.953,2.088,0.998,11.143,1.027,24.857,0.492,0.99,0.985
7813,6.175,18,29762.558,2306.826,8794.195,245.957,245.957,756.826,288,661.031,2.514,0.998,13.211,1.031,33.289,0.659,0.998,0.992
7814,5.14,15,21629.416,1924.316,8476.192,175.256,175.256,712.221,288,638.298,2.085,0.998,11.166,1.026,25.434,0.503,0.975,0.981
7815,5.14,15,21634.344,1924.345,8497.274,175.289,175.289,699.13,288,636.736,2.078,0.998,10.966,1.026,24.637,0.488,0.969,0.998
7816,6.175,18,29797.301,2307.247,8843.679,246.286,246.286,778.911,288,671.66,2.496,0.998,13.116,1.03,34.382,0.681,0.953,0.993
7817,5.14,15,21634.142,1924.333,8493.807,175.273,175.273,707.298,288,638.715,2.079,0.998,11.039,1.026,25.092,0.497,0.966,0.991
7818,1.138,3,1261.227,1322.231,6631.861,5.919,5.919,486.604,288,546.662,1.132,0.998,6.066,1.019,23.371,0.131,0.985,0.994
7819,4.161,12,14723.442,1547.463,7783.496,113.79,113.79,650.509,288,610.491,1.658,0.998,8.953,1.022,17.624,0.349,0.96,0.982
7820,9.3,27,72758.486,3560.371,9730.414,644.76,644.76,1060.879,288,772.415,4.548,0.998,22.969,1.051,88.53,1.752,0.995,0.98
7821,7.148,21,39001.375,2678.061,9122.251,332.345,332.345,799.935,288,681.732,2.98,0.998,15.424,1.036,42.32,0.838,0.996,0.999
7822,3.144,9,8375.682,1386.737,7058.734,60.317,60.317,571.768,288,575.484,1.392,0.998,7.463,1.021,11.746,0.233,0.994,0.993
7823,2.088,6,6207.445,1390.55,6807.01,30.83,30.83,579.369,288,569.435,1.315,0.998,7.058,1.02,0.046,0.227,0.984,0.993
7824,8.206,24,50993.107,3087.454,9300.015,438.094,438.094,903.293,288,724.676,3.595,0.998,18.416,1.042,58.926,1.167,0.995,0.993
7825,3.144,9,8380.354,1386.764,7147.775,60.372,60.372,583.993,288,582.332,1.387,0.998,7.419,1.02,12.192,0.241,0.959,0.997
7826,9.3,27,72765.809,3560.4,9765.676,644.849,644.849,1092.952,288,782.711,4.509,0.998,22.744,1.05,90.738,1.796,0.965,0.981
7827,5.14,15,21630.768,1924.336,8485.071,175.256,175.256,698.244,288,635.241,2.082,0.998,11.024,1.026,24.642,0.488,0.978,0.994
7828,2.088,6,3269.708,1350.431,6830.017,23.402,23.402,522.232,288,562.079,1.21,0.998,6.501,1.019,17.888,0.162,0.96,0.991
7829,5.14,15,21626.826,1924.319,8469.543,175.243,175.243,704.161,288,635.331,2.087,0.998,11.147,1.026,25.03,0.495,0.985,0.984
7830,4.161,12,14720.776,1547.456,7750.872,113.749,113.749,640.097,288,606.312,1.661,0.998,8.942,1.023,17.187,0.34,0.977,0.985
7831,3.144,9,8375.358,1386.736,7042.835,60.309,60.309,587.983,288,579.736,1.392,0.998,7.568,1.02,12.411,0.246,0.984,0.978
7832,5.14,15,21632.316,1924.325,8486.397,175.283,175.283,710.517,288,638.869,2.081,0.998,11.1,1.026,25.297,0.501,0.969,0.986
7833,9.3,27,72774.302,3560.422,9778.567,644.787,644.787,1090.777,288,783.261,4.492,0.998,22.468,1.049,90.186,1.785,0.96,0.99
7834,6.175,18,29760.727,2306.823,8780.01,246.002,246.002,773.684,288,664.592,2.518,0.998,13.414,1.031,34.399,0.681,0.997,0.977
7835,4.161,12,14716.654,1547.439,7687.551,113.723,113.723,638.627,288,603.32,1.667,0.998,9.044,1.023,17.194,0.34,0.998,0.976
7836,6.175,18,29791.671,2307.426,8823.487,246.201,246.201,783.433,288,671.169,2.503,0.998,13.257,1.03,34.767,0.688,0.963,0.984
7837,6.175,18,29762.545,2306.752,8801.272,246.026,246.026,757.161,288,661.754,2.511,0.998,13.174,1.031,33.27,0.659,0.993,0.994
7838,2.088,6,4172.897,1390.779,6826.801,30.821,30.821,528.427,288,563.593,1.25,0.998,6.694,1.02,0,0.16,0.974,0.992
7839,3.144,9,8375.298,1386.736,7043.497,60.307,60.307,585.489,288,579.023,1.392,0.998,7.554,1.02,12.31,0.244,0.986,0.98
7840,6.175,18,29796.161,2307.264,8839.28,246.349,246.349,776.789,288,670.669,2.498,0.998,13.123,1.03,34.278,0.679,0.957,0.993
7841,9.3,27,72779.64,3560.432,9788.689,645.046,645.046,1091.412,288,784.332,4.478,0.998,22.276,1.049,89.963,1.781,0.955,0.996
7842,1.138,3,3370.933,1388.009,6633.989,9.728,9.728,544.12,288,559.852,1.219,0.998,6.631,1.019,4.938,0.179,0.986,0.976
7843,1.138,3,5777.169,1324.437,6650.715,6.201,6.201,641.421,288,573.342,1.279,0.998,7.002,1.019,30.038,0.305,0.961,0.978
7844,5.14,15,21633.315,1924.332,8490.977,175.283,175.283,707.205,288,638.399,2.08,0.998,11.053,1.026,25.099,0.497,0.968,0.99
7845,8.206,24,50995.17,3087.561,9318.218,437.971,437.971,931.507,288,736.56,3.57,0.998,18.365,1.041,60.73,1.202,0.959,0.989
7846,8.206,24,50996.832,3087.598,9315.124,437.993,437.993,935.338,288,736.719,3.576,0.998,18.477,1.041,61.137,1.21,0.961,0.984
7847,7.148,21,39006.745,2678.013,9115.968,332.451,332.451,825.091,288,687.477,2.987,0.998,15.736,1.036,44.204,0.875,0.988,0.979
7848,3.144,9,8379.928,1386.762,7133.817,60.361,60.361,593.004,288,584.535,1.388,0.998,7.481,1.02,12.56,0.249,0.955,0.988
7849,1.138,3,2320.979,1398.662,6666.129,10.222,10.222,490.285,288,549.933,1.182,0.998,6.299,1.019,0.595,0.121,0.997,0.997
7850,1.138,3,4537.033,1373.408,6620.66,8.847,8.847,574.943,288,562.578,1.255,0.998,6.819,1.019,6.924,0.22,0.993,0.98
7851,2.088,6,3904.027,1344.988,6791.985,22.437,22.437,549.978,288,565.76,1.231,0.998,6.685,1.019,22.381,0.196,0.963,0.98
7852,1.138,3,2940.387,1310.318,6671.624,5.364,5.364,545.999,288,557.324,1.188,0.998,6.373,1.019,31.309,0.203,0.969,0.998
7853,7.148,21,38999.766,2678.062,9122.595,332.397,332.397,807.021,288,683.871,2.979,0.998,15.474,1.036,42.809,0.848,0.991,0.995
7854,6.175,18,29792.222,2307.376,8823.962,246.291,246.291,763.17,288,665.428,2.504,0.998,13.105,1.031,33.533,0.664,0.975,0.997
7855,6.175,18,29762.226,2306.762,8800.239,245.939,245.939,762.922,288,663.321,2.511,0.998,13.222,1.031,33.628,0.666,0.99,0.99
7856,5.14,15,21624.782,1924.309,8461.42,175.24,175.24,708.426,288,635.695,2.09,0.998,11.22,1.026,25.296,0.501,0.988,0.978
7857,2.088,6,2998.585,1355.766,6865.42,24.365,24.365,507.207,288,560.371,1.201,0.998,6.396,1.019,14.341,0.144,0.956,1
7858,5.14,15,21625.047,1924.31,8462.313,175.212,175.212,707.455,288,635.514,2.089,0.998,11.208,1.026,25.24,0.5,0.988,0.979
7859,4.161,12,14720.308,1547.454,7744.438,113.761,113.761,640.067,288,606.044,1.662,0.998,8.953,1.023,17.193,0.34,0.979,0.984
7860,9.3,27,72779.72,3560.44,9792.759,645.171,645.171,1094.069,288,785.344,4.473,0.998,22.23,1.049,90.097,1.784,0.952,0.997
7861,4.161,12,14717.571,1547.444,7705.503,113.732,113.732,634.695,288,602.981,1.665,0.998,8.986,1.023,16.991,0.336,0.995,0.982
7862,9.3,27,72773.103,3560.427,9768.101,644.864,644.864,1078.523,288,779.453,4.503,0.998,22.506,1.05,89.291,1.768,0.97,0.991
7863,5.14,15,21630.283,1924.331,8482.369,175.292,175.292,701.073,288,635.773,2.083,0.998,11.057,1.026,24.807,0.491,0.978,0.991
7864,9.3,27,72765.467,3560.389,9749.034,645.067,645.067,1073.303,288,776.725,4.527,0.998,22.795,1.051,89.278,1.767,0.981,0.983
7865,6.175,18,29790.681,2307.456,8818.849,246.268,246.268,768.503,288,666.507,2.506,0.998,13.172,1.03,33.887,0.671,0.975,0.992
7866,5.14,15,21627.485,1924.31,8468.823,175.214,175.214,712.548,288,637.626,2.087,0.998,11.208,1.026,25.484,0.504,0.98,0.978
7867,8.206,24,50993.118,3087.465,9305.867,437.993,437.993,902.742,288,726.001,3.586,0.998,18.289,1.042,58.719,1.162,0.988,0.998
7868,1.138,3,5449.868,1407.844,6743.278,11.046,11.046,610.426,288,575.121,1.288,0.998,6.975,1.019,0,0.249,0.95,0.984
7869,9.3,27,72769.791,3560.391,9740.301,644.989,644.989,1049.381,288,770.168,4.535,0.998,22.651,1.052,87.191,1.726,0.996,0.992
7870,5.14,15,21626.358,1924.324,8469.419,175.23,175.23,698.311,288,633.657,2.087,0.998,11.107,1.027,24.714,0.489,0.989,0.988
7871,1.138,3,4545.767,1387.47,6645.227,9.719,9.719,579.219,288,565.473,1.258,0.998,6.848,1.019,4.22,0.219,0.982,0.977
7872,2.088,6,4566.656,1393.433,6805.01,31.328,31.328,540.576,288,565.127,1.264,0.998,6.809,1.02,0,0.174,0.979,0.987
7873,2.088,6,5303.889,1394.361,6837.029,31.538,31.538,554.681,288,567.073,1.287,0.998,6.87,1.02,0,0.194,0.976,0.997
7874,7.148,21,38978.048,2678.077,9137.962,332.058,332.058,839.928,288,697.073,2.957,0.998,15.463,1.035,44.754,0.886,0.952,0.988
7875,3.144,9,8374.308,1386.726,7026.124,60.292,60.292,581.98,288,577.344,1.393,0.998,7.558,1.02,12.178,0.241,0.994,0.98
7876,6.175,18,29767.051,2307.048,8811.348,246.003,246.003,790.65,288,672.18,2.507,0.998,13.369,1.03,35.251,0.698,0.966,0.976
7877,6.175,18,29761.788,2306.827,8795.229,246.005,246.005,771.541,288,665.338,2.513,0.998,13.313,1.03,34.183,0.677,0.988,0.983
7878,9.3,27,72774.705,3560.397,9746.608,645.143,645.143,1045.35,288,769.608,4.527,0.998,22.485,1.052,86.648,1.715,0.995,0.998
7879,6.175,18,29762.482,2306.794,8797.205,245.981,245.981,759.866,288,662.173,2.512,0.998,13.216,1.031,33.458,0.662,0.994,0.991
7880,5.14,15,21635.636,1924.34,8499.435,175.282,175.282,706.021,288,638.925,2.077,0.998,11.001,1.026,24.998,0.495,0.963,0.994
7881,9.3,27,72761.284,3560.377,9745.701,644.758,644.758,1078.823,288,777.854,4.531,0.998,22.924,1.051,89.888,1.779,0.98,0.978
7882,5.14,15,21632.503,1924.323,8486.448,175.268,175.268,712.007,288,639.296,2.081,0.998,11.11,1.026,25.376,0.502,0.968,0.985
7883,3.144,9,8377.937,1386.75,7102.648,60.347,60.347,572.718,288,577.337,1.39,0.998,7.415,1.021,11.76,0.233,0.981,0.999
7884,2.088,6,6218.387,1390.823,6779.053,30.873,30.873,583.144,288,569.522,1.317,0.998,7.112,1.02,0,0.23,0.989,0.986
7885,7.148,21,38976.879,2678.075,9139.475,332.155,332.155,838.578,288,697.057,2.955,0.998,15.426,1.035,44.631,0.884,0.951,0.99
7886,7.148,21,38988.896,2678.076,9128.575,332.269,332.269,830.414,288,692.059,2.97,0.998,15.553,1.035,44.302,0.877,0.969,0.986
7887,4.161,12,14720.408,1547.458,7754.986,113.758,113.758,628.388,288,603.236,1.66,0.998,8.859,1.023,16.642,0.329,0.984,0.995
7888,8.206,24,50993.691,3087.473,9304.643,438.073,438.073,925.942,288,731.691,3.591,0.998,18.58,1.041,60.658,1.201,0.978,0.982
7889,1.138,3,4500.256,1316.542,6637.902,5.709,5.709,597.649,288,564.963,1.239,0.998,6.729,1.019,31.499,0.26,0.972,0.985
7890,6.175,18,29762.302,2306.833,8790.127,245.975,245.975,759.549,288,661.454,2.515,0.998,13.253,1.031,33.478,0.663,0.999,0.989
7891,5.14,15,21626.108,1924.339,8472.836,175.249,175.249,687.377,288,630.882,2.086,0.998,11.014,1.027,24.104,0.477,0.994,0.997
7892,2.088,6,6168.206,1391.482,6758.662,31.004,31.004,583.94,288,569.23,1.316,0.998,7.138,1.02,0,0.229,0.993,0.981
7893,7.148,21,38987.907,2678.078,9130.11,332.218,332.218,825.687,288,691.074,2.968,0.998,15.489,1.035,43.945,0.87,0.97,0.99
7894,1.138,3,5035.685,1375.666,6634.045,8.97,8.97,585.309,288,564.211,1.271,0.998,6.886,1.019,5.116,0.233,0.992,0.984
7895,6.175,18,29791.103,2307.44,8819.835,246.196,246.196,765.849,288,665.834,2.505,0.998,13.147,1.03,33.72,0.668,0.976,0.994
7896,4.161,12,14721.223,1547.456,7753.92,113.768,113.768,644.533,288,607.655,1.661,0.998,8.965,1.022,17.386,0.344,0.973,0.982
7897,8.206,24,50993.814,3087.501,9311.727,438.042,438.042,914.421,288,730.519,3.578,0.998,18.302,1.042,59.516,1.178,0.975,0.995
7898,5.14,15,21630.966,1924.315,8480.022,175.282,175.282,715.816,288,639.708,2.083,0.998,11.17,1.026,25.609,0.507,0.97,0.98
7899,8.206,24,50994.441,3087.47,9311.166,438.105,438.105,944.041,288,737.896,3.585,0.998,18.672,1.041,61.972,1.227,0.962,0.975
7900,8.206,24,50994.743,3087.531,9312.88,438.01,438.01,928.087,288,734.317,3.578,0.998,18.436,1.041,60.603,1.2,0.967,0.987
7901,3.144,9,8377.561,1386.749,7086.625,60.34,60.34,590.217,288,582.001,1.39,0.998,7.524,1.02,12.475,0.247,0.97,0.983
7902,3.144,9,8380.369,1386.764,7148.553,60.375,60.375,580.288,288,581.243,1.387,0.998,7.399,1.02,12.042,0.238,0.962,1
7903,1.138,3,6432.101,1333.215,6678.533,6.605,6.605,631.678,288,570.005,1.299,0.998,6.98,1.019,24.629,0.303,0.974,0.998
7904,5.14,15,21635.187,1924.315,8491.661,175.29,175.29,725.247,288,643.567,2.079,0.998,11.171,1.026,26.057,0.516,0.956,0.978
7905,3.144,9,8378.877,1386.755,7117.307,60.358,60.358,580.658,288,580.249,1.389,0.998,7.438,1.02,12.074,0.239,0.97,0.995
7906,7.148,21,38987.192,2678.071,9128.423,332.148,332.148,844.091,288,695.927,2.969,0.998,15.663,1.035,45.241,0.896,0.961,0.978
7907,5.14,15,21627.485,1924.306,8467.996,175.261,175.261,716.534,288,638.661,2.087,0.998,11.239,1.026,25.701,0.509,0.978,0.975
7908,3.144,9,8379.201,1386.758,7119.938,60.354,60.354,590.265,288,583.219,1.389,0.998,7.484,1.02,12.458,0.247,0.961,0.988
7909,7.148,21,38990.029,2678.071,9127.037,332.168,332.168,835.19,288,693.051,2.971,0.998,15.618,1.035,44.663,0.884,0.968,0.982
7910,4.161,12,14720.094,1547.451,7734.901,113.744,113.744,645.792,288,607.225,1.663,0.998,9.006,1.022,17.466,0.346,0.978,0.978
7911,6.175,18,29791.399,2307.43,8822.31,246.24,246.24,779.663,288,669.995,2.504,0.998,13.236,1.03,34.546,0.684,0.966,0.986
7912,9.3,27,72777.18,3560.414,9757.965,644.851,644.851,1053.292,288,772.46,4.513,0.998,22.373,1.051,87.127,1.725,0.986,1
7913,5.14,15,21627.336,1924.335,8474.751,175.268,175.268,691.231,288,632.182,2.086,0.998,11.031,1.027,24.306,0.481,0.99,0.995
7914,6.175,18,29761.79,2306.836,8794.206,245.989,245.989,771.039,288,665.104,2.513,0.998,13.315,1.03,34.158,0.676,0.989,0.983
7915,2.088,6,3627.315,1385.458,6778.263,29.79,29.79,518.988,288,561.428,1.232,0.998,6.661,1.02,0,0.146,0.981,0.98
