,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
30190,gaz,24,500,1985,with mileage,1.0,petrol,2400.0,brown,mechanics,rear drive,E
30191,peugeot,3008,8850,2011,with mileage,94000.0,petrol,1600.0,white,auto,front-wheel drive,C
30192,mazda,323f,399,1994,with mileage,222222.0,petrol,1500.0,blue,mechanics,front-wheel drive,C
30193,fiat,marea,1500,2000,with mileage,440000.0,diesel,1900.0,silver,mechanics,front-wheel drive,C
30194,jeep,compass,14500,2015,with mileage,96399.466,petrol,2000.0,other,auto,front-wheel drive,J
30195,peugeot,406,2139,1998,with mileage,330000.0,diesel,1900.0,blue,mechanics,,D
30196,opel,vectra,4700,2003,with mileage,250000.0,diesel,2200.0,silver,mechanics,,D
30197,honda,civic,6300,2007,with mileage,189000.0,petrol,1800.0,blue,auto,front-wheel drive,C
30198,mercedes-benz,e-klass,12200,2007,with mileage,328000.0,diesel,3000.0,silver,auto,rear drive,E
30199,mitsubishi,eclipse,5229,2003,with mileage,217260.9,petrol,2400.0,gray,auto,front-wheel drive,S
30200,ravon,nexia-r3,10928,2019,with mileage,15.0,petrol,1500.0,silver,auto,front-wheel drive,
30201,opel,mokka,10600,2014,with mileage,106500.0,petrol,1800.0,blue,mechanics,front-wheel drive,J
30202,citroen,xsara,2600,2001,with mileage,3.0,petrol,1400.0,burgundy,mechanics,front-wheel drive,C
30203,lada-vaz,vesta,9982,2018,with mileage,30000.0,petrol,1800.0,red,auto,front-wheel drive,B
30204,opel,agila,2500,2002,with mileage,200000.0,petrol,1000.0,white,mechanics,front-wheel drive,A
30205,peugeot,605,1150,1993,with mileage,420000.0,petrol,2000.0,burgundy,mechanics,front-wheel drive,E
30206,subaru,impreza,7700,2009,with mileage,62000.0,petrol,1500.0,silver,mechanics,all-wheel drive,C
30207,bmw,3-seriya,4300,2002,with mileage,350000.0,petrol,1800.0,black,mechanics,rear drive,D
30208,eksklyuziv,redkaya-model,4699,2007,with mileage,153000.0,petrol,2400.0,gray,auto,part-time four-wheel drive,
30209,volkswagen,touran,6300,2005,with mileage,213.0,diesel,1900.0,black,mechanics,front-wheel drive,M
30210,peugeot,207,5800,2008,with mileage,184000.0,petrol,1400.0,silver,mechanics,front-wheel drive,B
30211,hyundai,i30,6300,2008,with mileage,155000.0,petrol,1400.0,gray,mechanics,front-wheel drive,C
30212,renault,scenic,2200,1998,with mileage,247546.0,petrol,2000.0,blue,mechanics,front-wheel drive,M
30213,mercedes-benz,e-klass,950,1989,with mileage,270000.0,petrol,2300.0,black,mechanics,rear drive,E
30214,volkswagen,passat,1664,1991,with mileage,405000.0,petrol,1800.0,burgundy,mechanics,front-wheel drive,D
30215,bmw,1-seriya,12500,2013,with mileage,73000.0,petrol,1600.0,black,auto,rear drive,C
30216,volkswagen,golf,11490,2014,with mileage,166000.0,petrol,1400.0,blue,auto,front-wheel drive,C
30217,volkswagen,jetta,3200,1999,with mileage,300.0,petrol,2000.0,blue,auto,front-wheel drive,C
30218,skoda,rapid,9999,2017,with mileage,47000.0,petrol,1600.0,red,mechanics,front-wheel drive,C
30219,audi,100,700,1983,with mileage,500000.0,petrol,1800.0,silver,mechanics,front-wheel drive,E
30220,volkswagen,golf,3800,2000,with mileage,272000.0,diesel,1900.0,white,mechanics,front-wheel drive,C
30221,mercedes-benz,c-klass,3500,1997,with mileage,490000.0,petrol,2300.0,blue,mechanics,rear drive,D
30222,renault,scenic,1700,1997,with mileage,295000.0,petrol,2000.0,green,mechanics,front-wheel drive,M
30223,peugeot,5008,10999,2013,with mileage,155000.0,diesel,1600.0,gray,auto,front-wheel drive,C
30224,fiat,marea,1600,1997,with mileage,324000.0,diesel,1900.0,other,mechanics,front-wheel drive,C
30225,volkswagen,passat,5229,2007,with mileage,184000.0,diesel,2000.0,silver,mechanics,front-wheel drive,D
30226,volkswagen,transporter,1000,1981,with damage,100000.0,diesel,1900.0,white,mechanics,rear drive,M
30227,bentley,mulsanne,120000,2011,with mileage,178471.0,petrol,6800.0,gray,auto,all-wheel drive,
30228,audi,100,3300,1991,with mileage,345000.0,petrol,2600.0,burgundy,mechanics,front-wheel drive,E
30229,mercedes-benz,gl-klass,20900,2011,with mileage,210000.0,diesel,3000.0,black,auto,,J
30230,volkswagen,golf,500,1988,with mileage,298000.0,petrol,1300.0,white,mechanics,front-wheel drive,C
30231,seat,toledo,791,1996,with mileage,323712.0,petrol,2000.0,black,mechanics,front-wheel drive,C
30232,peugeot,3008,9200,2011,with mileage,155000.0,petrol,1600.0,other,mechanics,front-wheel drive,C
30233,volkswagen,transporter,6500,1998,with mileage,670000.0,diesel,2500.0,white,mechanics,front-wheel drive,M
30234,volkswagen,multivan,38500,2016,with mileage,140000.0,diesel,2000.0,brown,auto,front-wheel drive,M
30235,fiat,tipo,400,1991,with mileage,330.0,petrol,1400.0,blue,mechanics,front-wheel drive,
30236,volkswagen,fox,4800,2009,with mileage,97600.0,petrol,1200.0,silver,mechanics,front-wheel drive,A
30237,citroen,xsara,1980,1998,with mileage,230000.0,petrol,1800.0,green,mechanics,front-wheel drive,C
30238,suzuki,grand-vitara,9999,2008,with mileage,179233.0,petrol,2400.0,black,mechanics,all-wheel drive,J
30239,jeep,grand-cherokee,10800,2004,with mileage,214000.0,petrol,5700.0,other,auto,all-wheel drive,J
30240,ford,edge,12500,2007,with mileage,174000.0,petrol,3500.0,orange,auto,all-wheel drive,
30241,fiat,punto,1450,1993,with mileage,248000.0,petrol,1100.0,blue,mechanics,front-wheel drive,B
30242,audi,q7,20950,2010,with mileage,210000.0,diesel,3000.0,gray,auto,all-wheel drive,J
30243,audi,a6,10200,2005,with mileage,320000.0,diesel,3000.0,silver,auto,all-wheel drive,E
30244,fiat,panda,3699,2008,with mileage,202000.0,diesel,1300.0,red,mechanics,front-wheel drive,
30245,renault,19,250,1992,with damage,386778.0,petrol,1400.0,green,mechanics,front-wheel drive,C
30246,renault,megane,6300,2010,with mileage,225000.0,diesel,1500.0,silver,mechanics,front-wheel drive,C
30247,ford,focus,1899,2000,with mileage,232432.0,petrol,2000.0,silver,mechanics,front-wheel drive,C
30248,bmw,5-seriya,4200,1997,with mileage,320000.0,petrol,2300.0,silver,auto,rear drive,E
30249,toyota,previa,4225,1999,with mileage,280000.0,petrol,2400.0,gray,mechanics,all-wheel drive,
30250,opel,zafira,5300,2004,with mileage,340000.0,diesel,2000.0,gray,mechanics,front-wheel drive,M
30251,mitsubishi,carisma,1400,1999,with mileage,450000.0,diesel,1900.0,burgundy,mechanics,front-wheel drive,M
30252,opel,zafira,3500,1999,with mileage,370.0,petrol,1800.0,silver,mechanics,front-wheel drive,M
30253,saab,9-5,4000,1998,with mileage,420000.0,petrol,2300.0,other,mechanics,front-wheel drive,E
30254,volkswagen,golf,2950,1998,with mileage,290000.0,petrol,1800.0,black,mechanics,front-wheel drive,C
30255,chrysler,pacifica,6300,2005,with mileage,310000.0,petrol,3500.0,black,auto,front-wheel drive,
30256,great-wall,hover-h3,12700,2015,with mileage,73000.0,petrol,2000.0,black,mechanics,part-time four-wheel drive,J
30257,renault,kangoo,5800,2010,with mileage,260000.0,diesel,1500.0,white,mechanics,front-wheel drive,M
30258,chevrolet,cruze,9950,2016,with mileage,100000.0,petrol,1400.0,red,auto,front-wheel drive,C
30259,bmw,5-seriya,5700,2003,with mileage,380000.0,diesel,2500.0,silver,auto,rear drive,E
30260,renault,clio,5700,2009,with mileage,183.0,diesel,1500.0,black,mechanics,front-wheel drive,B
30261,renault,megane,1500,1998,with mileage,253000.0,petrol,1600.0,green,mechanics,front-wheel drive,C
30262,peugeot,605,1850,1997,with mileage,408450.0,diesel,2500.0,silver,mechanics,front-wheel drive,E
30263,mercedes-benz,cla,24900,2016,with mileage,82000.0,petrol,2000.0,black,auto,all-wheel drive,C
30264,nissan,murano,7500,2007,with mileage,165000.0,petrol,3500.0,other,auto,part-time four-wheel drive,J
30265,renault,vel-satis,5000,2002,with mileage,270000.0,diesel,2200.0,silver,mechanics,front-wheel drive,E
30266,hyundai,i40,15000,2015,with mileage,110000.0,petrol,2000.0,black,auto,front-wheel drive,D
30267,peugeot,206,2150,2000,with mileage,20000.0,petrol,1400.0,silver,mechanics,front-wheel drive,B
30268,fiat,brava,1100,1998,with mileage,256000.0,petrol,1400.0,gray,mechanics,front-wheel drive,C
30269,lada-vaz,2115,1800,2008,with mileage,203000.0,petrol,1600.0,black,mechanics,front-wheel drive,B
30270,bmw,3-seriya,9450,2008,with mileage,183000.0,petrol,2000.0,black,auto,rear drive,D
30271,hyundai,sonata,1800,1998,with mileage,305000.0,petrol,2000.0,green,mechanics,front-wheel drive,D
30272,skoda,yeti,9500,2010,with mileage,190000.0,petrol,1800.0,silver,mechanics,all-wheel drive,J
30273,volkswagen,passat,4400,2001,with mileage,467064.0,diesel,1900.0,gray,mechanics,front-wheel drive,D
30274,hyundai,solaris,10999,2018,with mileage,10000.0,petrol,1600.0,silver,mechanics,,B
30275,kia,clarus,2150,2000,with mileage,300000.0,petrol,1800.0,green,mechanics,front-wheel drive,D
30276,proton,persona,700,1997,with mileage,256000.0,petrol,1800.0,silver,mechanics,front-wheel drive,
30277,toyota,corolla-verso,6900,2006,with mileage,212000.0,petrol,1800.0,blue,auto,front-wheel drive,M
30278,toyota,camry,10555,2008,with mileage,153.0,petrol,3500.0,silver,mechanics,front-wheel drive,D
30279,renault,scenic,1500,1997,with mileage,300000.0,petrol,2000.0,purple,mechanics,front-wheel drive,M
30280,audi,q7,28500,2013,with mileage,80300.0,diesel,3000.0,black,auto,,J
30281,volvo,s60,2700,2002,with mileage,418166.0,petrol,2400.0,silver,mechanics,front-wheel drive,D
30282,daewoo,nexia,2109,2010,with mileage,37947.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,B
30283,mitsubishi,outlander,19000,2014,with mileage,89000.0,petrol,2400.0,silver,auto,part-time four-wheel drive,J
30284,opel,vectra,700,1990,with mileage,380000.0,petrol,1700.0,red,mechanics,front-wheel drive,D
30285,renault,megane,550,1996,with mileage,400000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C
30286,toyota,avensis,7100,2008,with mileage,206000.0,petrol,2000.0,gray,mechanics,front-wheel drive,D
30287,mercedes-benz,e-klass,6200,2003,with mileage,391000.0,diesel,2200.0,other,mechanics,rear drive,E
30288,lada-vaz,2106,600,1991,with mileage,300000.0,petrol,1300.0,black,mechanics,rear drive,B
30289,nissan,sunny,1500,1992,with mileage,200000.0,petrol,1400.0,gray,mechanics,front-wheel drive,
30290,bmw,2-seriya-gran-tourer,16800,2015,with mileage,160000.0,diesel,2000.0,blue,mechanics,front-wheel drive,C
30291,opel,zafira,4500,2002,with mileage,300000.0,diesel,2000.0,silver,mechanics,front-wheel drive,M
30292,mercedes-benz,e-klass,2500,1988,with mileage,655000.0,diesel,2500.0,burgundy,mechanics,rear drive,E
30293,nissan,primera,3700,2002,with mileage,400.0,diesel,2200.0,burgundy,mechanics,front-wheel drive,D
30294,daewoo,nexia,499,1996,with mileage,222000.0,petrol,1600.0,yellow,mechanics,front-wheel drive,B
30295,bmw,x5,12000,2007,with mileage,198000.0,petrol,4800.0,black,auto,all-wheel drive,J
30296,renault,laguna,1600,1998,with mileage,250000.0,petrol,2000.0,blue,mechanics,front-wheel drive,D
30297,audi,a6,3700,1996,with mileage,399999.0,petrol,2600.0,gray,mechanics,front-wheel drive,E
30298,lexus,gx,43000,2014,with mileage,125000.0,petrol,4600.0,black,auto,all-wheel drive,J
30299,renault,laguna,3850,2002,with mileage,260000.0,diesel,1900.0,gray,mechanics,,D
30300,peugeot,207,5000,2010,with mileage,101679.0,petrol,1400.0,silver,mechanics,,B
30301,mitsubishi,space-star,2500,2000,with mileage,270.0,petrol,1800.0,silver,mechanics,front-wheel drive,M
30302,peugeot,406,3300,2000,with mileage,111111.0,petrol,1800.0,green,mechanics,front-wheel drive,D
30303,ford,escape,15000,2015,with mileage,52000.0,petrol,1600.0,silver,auto,front-wheel drive,J
30304,chrysler,300m,3900,2001,with mileage,234000.0,petrol,3500.0,silver,auto,front-wheel drive,E
30305,ford,fiesta,6350,2010,with mileage,115000.0,petrol,1300.0,blue,mechanics,front-wheel drive,B
30306,toyota,carina-e,1500,1996,with mileage,300.0,diesel,2000.0,other,mechanics,front-wheel drive,E
30307,bmw,x5,8500,2002,with mileage,433000.0,diesel,3000.0,green,auto,all-wheel drive,J
30308,daewoo,matiz,2500,2010,with mileage,48000.0,petrol,800.0,other,mechanics,front-wheel drive,A
30309,mazda,323,500,1995,with mileage,346000.0,petrol,1500.0,other,mechanics,front-wheel drive,C
30310,renault,latitude,10800,2012,with mileage,128000.0,petrol,2500.0,black,auto,front-wheel drive,
30311,hyundai,coupe,4100,2004,with mileage,190000.0,petrol,2000.0,red,auto,front-wheel drive,
30312,kia,cerato,7500,2011,with mileage,105000.0,petrol,1600.0,white,auto,front-wheel drive,C
30313,uaz,31,2450,2006,with mileage,111111.0,petrol,2445.0,gray,mechanics,part-time four-wheel drive,
30314,volkswagen,touareg,8556,2004,with mileage,324000.0,diesel,2500.0,black,mechanics,part-time four-wheel drive,J
30315,volkswagen,touareg,8800,2004,with mileage,283000.0,diesel,2500.0,black,auto,part-time four-wheel drive,J
30316,citroen,evasion,2960,1999,with mileage,200000.0,petrol,2000.0,blue,mechanics,front-wheel drive,M
30317,opel,astra,6800,2011,with mileage,169000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C
30318,audi,q7,25990,2009,with mileage,105000.0,diesel,6000.0,black,auto,part-time four-wheel drive,J
30319,nissan,patrol,3327,1998,with damage,123.0,petrol,4500.0,blue,mechanics,part-time four-wheel drive,J
30320,bmw,5-seriya,4300,2000,with mileage,346328.0,diesel,2500.0,blue,mechanics,rear drive,E
30321,peugeot,206,1999,2000,with mileage,290000.0,petrol,1400.0,blue,mechanics,front-wheel drive,B
30322,mercedes-benz,e-klass,15900,2012,with mileage,90000.0,petrol,1800.0,black,auto,rear drive,E
30323,kia,sorento,14700,2011,with mileage,110000.0,petrol,2400.0,brown,auto,all-wheel drive,J
30324,chrysler,300s,20000,2005,with mileage,178000.0,petrol,5700.0,black,auto,rear drive,E
30325,skoda,fabia,5200,2009,with mileage,122556.0,petrol,1200.0,silver,mechanics,front-wheel drive,B
30326,mazda,626,3000,1999,with mileage,235000.0,diesel,2000.0,green,mechanics,front-wheel drive,C
30327,citroen,xantia,1080,1994,with mileage,260000.0,petrol,1600.0,green,mechanics,front-wheel drive,D
30328,volkswagen,passat,2000,1994,with mileage,320.0,diesel,1900.0,black,mechanics,front-wheel drive,D
30329,citroen,xantia,1250,1995,with mileage,365.0,diesel,1900.0,green,mechanics,front-wheel drive,D
30330,citroen,c5,12500,2012,with mileage,208000.0,diesel,1997.0,gray,mechanics,front-wheel drive,D
30331,volkswagen,touareg,9300,2006,with mileage,320000.0,diesel,2500.0,other,auto,all-wheel drive,J
30332,bmw,3-seriya,5000,2001,with mileage,350000.0,petrol,1800.0,black,mechanics,rear drive,D
30333,peugeot,406,2200,1996,with mileage,28590.0,diesel,1900.0,green,mechanics,front-wheel drive,D
30334,opel,astra,5990,2010,with mileage,197000.0,petrol,1600.0,silver,auto,front-wheel drive,C
30335,audi,a5,12499,2010,with mileage,137000.0,petrol,2000.0,black,auto,all-wheel drive,D
30336,lada-vaz,largus,2000,2015,with mileage,141605.0,petrol,1600.0,silver,mechanics,front-wheel drive,B
30337,opel,vectra,7300,2007,with mileage,320000.0,diesel,1900.0,silver,mechanics,front-wheel drive,D
30338,bmw,5-seriya,18000,2013,with damage,170000.0,diesel,2000.0,black,mechanics,rear drive,E
30339,volkswagen,polo-sedan,13490,2018,with mileage,27500.0,petrol,1400.0,burgundy,auto,front-wheel drive,B
30340,mercedes-benz,e-klass,7200,2004,with mileage,500000.0,diesel,2700.0,gray,auto,rear drive,E
30341,acura,tsx,12400,2009,with mileage,160934.0,petrol,2400.0,gray,auto,front-wheel drive,
30342,acura,mdx,14000,2007,with mileage,180000.0,petrol,3700.0,black,auto,all-wheel drive,J
30343,opel,astra,8980,2015,with mileage,141000.0,diesel,1300.0,silver,mechanics,,C
30344,skoda,superb,10450,2012,with mileage,146000.0,petrol,1800.0,black,auto,front-wheel drive,D
30345,volvo,xc90,59750,2018,with mileage,54000.0,diesel,2000.0,brown,auto,all-wheel drive,J
30346,renault,19,700,1994,with mileage,350000.0,petrol,1800.0,burgundy,mechanics,front-wheel drive,C
30347,mazda,323,800,1998,with mileage,300000.0,petrol,1500.0,gray,mechanics,front-wheel drive,C
30348,ford,focus,3600,2004,with mileage,211500.0,petrol,1600.0,blue,mechanics,front-wheel drive,C
30349,volkswagen,passat,6700,2006,with mileage,230000.0,diesel,2000.0,blue,mechanics,front-wheel drive,D
30350,audi,100,1800,1991,with mileage,300000.0,petrol,2300.0,gray,mechanics,front-wheel drive,E
30351,renault,laguna,3200,2001,with mileage,250000.0,petrol,2000.0,silver,mechanics,front-wheel drive,D
30352,mercedes-benz,e-klass,12700,2011,with mileage,121000.0,petrol,1800.0,black,auto,rear drive,E
30353,bmw,5-seriya,5500,1999,with mileage,375.0,diesel,3000.0,burgundy,mechanics,rear drive,E
30354,ford,escape,17450,2017,with mileage,19312.08,petrol,1500.0,silver,auto,all-wheel drive,J
30355,ford,focus,5700,2008,with mileage,163000.0,petrol,1800.0,silver,mechanics,front-wheel drive,C
30356,opel,vivaro,12900,2009,with mileage,270000.0,diesel,2000.0,white,mechanics,front-wheel drive,M
30357,geely,mk,2400,2008,with mileage,162000.0,petrol,1500.0,silver,mechanics,front-wheel drive,
30358,bmw,3-seriya,2950,1996,with mileage,265000.0,petrol,1800.0,blue,mechanics,rear drive,D
30359,fiat,marea,1050,1997,with mileage,260000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C
30360,skoda,octavia,7550,2008,with mileage,166000.0,petrol,1800.0,gray,mechanics,front-wheel drive,C
30361,peugeot,407,5200,2005,with mileage,311000.0,diesel,2000.0,other,mechanics,front-wheel drive,D
30362,subaru,forester,4500,2003,with mileage,300000.0,petrol,2500.0,silver,auto,all-wheel drive,J
30363,renault,laguna,1400,1998,with mileage,150000.0,diesel,1924.0,gray,mechanics,front-wheel drive,D
30364,citroen,c8,6250,2005,with mileage,455000.0,diesel,2000.0,blue,mechanics,front-wheel drive,M
30365,toyota,camry,9100,2007,with mileage,226916.94,petrol,2400.0,black,auto,front-wheel drive,D
30366,volkswagen,passat-cc,13450,2012,with mileage,182000.0,petrol,2000.0,brown,auto,front-wheel drive,D
30367,chevrolet,aveo,3890,2006,with mileage,211000.0,petrol,1600.0,gray,auto,front-wheel drive,B
30368,opel,zafira,4000,2001,with mileage,250000.0,diesel,2000.0,blue,mechanics,front-wheel drive,M
30369,ford,orion,300,1991,for parts,300000.0,diesel,1800.0,white,mechanics,,C
30370,bmw,x4,31500,2016,with mileage,66000.0,petrol,2000.0,red,auto,all-wheel drive,J
30371,audi,100,2000,1988,with mileage,350000.0,petrol,2300.0,blue,mechanics,front-wheel drive,E
30372,rover,75,1500,1999,with damage,210000.0,petrol,1800.0,gray,auto,front-wheel drive,E
30373,mitsubishi,outlander,6000,2005,with mileage,230000.0,petrol,2000.0,gray,mechanics,all-wheel drive,J
30374,ford,escort,732,1994,with mileage,70378.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,C
30375,gaz,24,620,1983,with mileage,330000.0,petrol,2400.0,gray,mechanics,rear drive,E
30376,citroen,xantia,2350,1998,with mileage,390000.0,diesel,1900.0,blue,mechanics,front-wheel drive,D
30377,renault,scenic,2500,2000,with mileage,409000.0,petrol,2000.0,white,mechanics,front-wheel drive,M
30378,nissan,qashqai,12000,2010,with mileage,135000.0,petrol,2000.0,silver,auto,front-wheel drive,J
30379,mazda,mpv,3000,2002,with mileage,358882.82,petrol,3000.0,blue,auto,front-wheel drive,M
30380,hyundai,i30,6899,2011,with mileage,107000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C
30381,mercedes-benz,e-klass,4300,1997,with mileage,410000.0,diesel,2500.0,blue,mechanics,rear drive,E
30382,skoda,superb,20300,2016,with mileage,30000.0,petrol,1800.0,white,auto,front-wheel drive,D
30383,mercedes-benz,s-klass,19999,2011,with mileage,184000.0,petrol,5000.0,black,auto,all-wheel drive,S
30384,land-rover,range-rover,6999,2006,with mileage,235000.0,petrol,4200.0,silver,auto,all-wheel drive,J
30385,ford,focus,3200,2001,with mileage,165000.0,petrol,2000.0,black,auto,front-wheel drive,C
30386,peugeot,106,1500,1993,with mileage,300000.0,petrol,1100.0,red,mechanics,front-wheel drive,B
30387,volkswagen,passat,4150,2000,with mileage,450000.0,diesel,1900.0,black,mechanics,front-wheel drive,D
30388,skoda,superb,13330,2014,with mileage,170000.0,petrol,1800.0,white,auto,front-wheel drive,D
30389,volkswagen,polo-sedan,10200,2016,with mileage,92600.0,petrol,1400.0,silver,auto,front-wheel drive,B
30390,bmw,5-seriya,1300,1995,with mileage,350000.0,petrol,2500.0,other,auto,rear drive,E
30391,citroen,c5,7950,2010,with mileage,316000.0,diesel,1600.0,gray,mechanics,front-wheel drive,D
30392,citroen,xantia,1800,1999,with mileage,300000.0,petrol,1800.0,black,mechanics,front-wheel drive,D
30393,subaru,outback,9600,2007,with mileage,239791.66,petrol,2500.0,silver,auto,all-wheel drive,D
30394,land-rover,freelander,4900,2003,with mileage,245000.0,diesel,2000.0,red,mechanics,all-wheel drive,J
30395,audi,q5,19800,2013,with mileage,75000.0,petrol,2000.0,white,auto,all-wheel drive,J
30396,mercedes-benz,c-klass,18600,2016,with mileage,166000.0,diesel,1598.0,white,auto,rear drive,D
30397,volvo,xc90,8000,2005,with mileage,170000.0,petrol,2900.0,black,auto,part-time four-wheel drive,J
30398,mazda,6,5000,2006,with mileage,215000.0,petrol,2000.0,other,auto,front-wheel drive,D
30399,opel,omega,3100,1999,with mileage,515000.0,diesel,2000.0,blue,mechanics,rear drive,E
30400,hyundai,santa-fe,4500,2001,with mileage,230000.0,petrol,2700.0,silver,auto,all-wheel drive,J
30401,chevrolet,cruze,6600,2011,with mileage,148000.0,petrol,1600.0,silver,auto,front-wheel drive,C
30402,bmw,3-seriya,6700,2002,with mileage,316000.0,petrol,2500.0,gray,auto,rear drive,D
30403,rover,600,1300,1996,with mileage,623014.0,diesel,2000.0,black,mechanics,front-wheel drive,E
30404,mazda,6,15850,2015,with mileage,82000.0,petrol,2000.0,blue,auto,front-wheel drive,D
30405,bmw,3-seriya,2100,1995,with mileage,333333.0,petrol,1800.0,green,mechanics,rear drive,D
30406,volkswagen,golf,6900,2009,with mileage,186000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C
30407,peugeot,3008,9100,2010,with mileage,204000.0,diesel,1600.0,gray,auto,front-wheel drive,C
30408,bmw,3-seriya,5400,1999,with mileage,445000.0,petrol,1895.0,silver,auto,rear drive,D
30409,ford,escort,1300,1998,with mileage,325123.0,petrol,1600.0,black,mechanics,front-wheel drive,C
30410,saab,9-5,1200,1999,with mileage,200000.0,petrol,2000.0,silver,mechanics,front-wheel drive,E
30411,volkswagen,polo,1500,1999,with mileage,250000.0,petrol,1600.0,white,auto,front-wheel drive,B
30412,peugeot,307,4299,2004,with mileage,319000.0,diesel,2000.0,brown,mechanics,front-wheel drive,C
30413,renault,19,900,1995,with mileage,250000.0,petrol,1400.0,green,mechanics,,C
30414,citroen,xantia,1950,2000,with mileage,380000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D
30415,mitsubishi,lancer,2900,2005,with mileage,240000.0,petrol,1300.0,silver,mechanics,front-wheel drive,C
30416,ford,focus,6700,2011,with mileage,290000.0,petrol,1600.0,black,mechanics,front-wheel drive,C
30417,hyundai,santa-fe,13850,2010,with mileage,147000.0,diesel,2200.0,black,auto,part-time four-wheel drive,J
30418,peugeot,5008,12900,2016,with mileage,209000.0,diesel,1600.0,gray,auto,front-wheel drive,C
30419,volkswagen,golf,650,1988,with mileage,300000.0,petrol,1600.0,red,mechanics,front-wheel drive,C
30420,citroen,xsara,2852,2002,with mileage,260000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C
30421,land-rover,freelander,10350,2008,with mileage,180000.0,diesel,2200.0,burgundy,auto,all-wheel drive,J
30422,ford,mondeo,7100,2007,with mileage,199000.0,petrol,2000.0,gray,mechanics,front-wheel drive,D
30423,bmw,5-seriya,13000,2008,with mileage,158000.0,petrol,3000.0,gray,auto,rear drive,E
30424,citroen,xsara,1600,2002,with mileage,270000.0,petrol,1400.0,black,mechanics,front-wheel drive,C
30425,renault,scenic,3650,2000,with mileage,320000.0,petrol,2000.0,silver,auto,front-wheel drive,M
30426,opel,vectra,4300,2002,with mileage,350000.0,diesel,2200.0,blue,mechanics,front-wheel drive,D
30427,peugeot,307,3500,2001,with mileage,320000.0,diesel,2000.0,green,mechanics,front-wheel drive,C
30428,audi,a6,11350,2008,with mileage,183200.0,diesel,2700.0,black,auto,front-wheel drive,E
30429,ford,mondeo,8400,2008,with mileage,117000.0,petrol,2000.0,black,mechanics,front-wheel drive,D
30430,peugeot,5008,13900,2014,with mileage,141000.0,diesel,1600.0,silver,mechanics,front-wheel drive,C
30431,toyota,rav4,20275,2015,with mileage,102000.0,petrol,2000.0,black,auto,front-wheel drive,J
30432,bmw,3-seriya,5000,1996,with mileage,230000.0,petrol,2800.0,yellow,auto,rear drive,D
30433,volkswagen,transporter,11000,2005,with mileage,288000.0,petrol,2000.0,blue,mechanics,front-wheel drive,M
30434,mitsubishi,galant,700,1992,with mileage,300000.0,diesel,1800.0,gray,mechanics,front-wheel drive,D
30435,toyota,auris,6300,2008,with mileage,1.0,petrol,1600.0,silver,auto,front-wheel drive,C
30436,peugeot,406,2250,1999,with mileage,318000.0,diesel,2000.0,black,mechanics,front-wheel drive,D
30437,ford,tourneo-connect,5200,2007,with mileage,200000.0,diesel,1800.0,yellow,mechanics,front-wheel drive,
30438,volkswagen,golf,400,1987,with mileage,20000.0,petrol,1600.0,red,mechanics,front-wheel drive,C
30439,audi,a6,5650,2002,with mileage,410000.0,diesel,2500.0,silver,auto,front-wheel drive,E
30440,ssangyong,rexton,8600,2006,with mileage,251000.0,diesel,2700.0,silver,auto,part-time four-wheel drive,J
30441,citroen,c5,3600,2002,with mileage,360000.0,petrol,1800.0,gray,mechanics,front-wheel drive,D
30442,jaguar,s-type,8000,2007,with mileage,238000.0,diesel,2700.0,black,auto,rear drive,
30443,citroen,xsara,1600,1998,with mileage,32000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C
30444,mercedes-benz,r-klass,9000,2008,with mileage,130000.0,petrol,3500.0,black,auto,all-wheel drive,
30445,audi,q3,23990,2015,with mileage,55000.0,petrol,2000.0,white,auto,all-wheel drive,J
30446,volkswagen,passat,5650,2003,with mileage,360000.0,diesel,1900.0,other,mechanics,front-wheel drive,D
30447,mitsubishi,outlander,4900,2003,with mileage,356000.0,petrol,2400.0,red,mechanics,all-wheel drive,J
30448,volvo,xc90,14300,2008,with mileage,204000.0,diesel,2400.0,silver,mechanics,all-wheel drive,J
30449,citroen,c8,5490,2004,with mileage,352000.0,diesel,2200.0,burgundy,mechanics,front-wheel drive,M
30450,skoda,octavia,5500,2008,with mileage,203000.0,petrol,1600.0,black,mechanics,front-wheel drive,C
30451,renault,logan,8300,2017,with mileage,22000.0,petrol,1600.0,black,mechanics,front-wheel drive,B
30452,renault,sandero,8300,2014,with mileage,42700.0,petrol,1600.0,other,mechanics,front-wheel drive,B
30453,renault,scenic,4150,2002,with mileage,367642.0,diesel,1900.0,silver,mechanics,,M
30454,mitsubishi,lancer,590,1989,with mileage,300000.0,petrol,1600.0,red,mechanics,front-wheel drive,C
